Occupation,Owns_House,Relationship_Type_Pookie,Family_Structure,Number_of_Vehicles_Owned,Gym_Category,Owns_Land,Land_Legal_Dispute,Personality_Type,Rural_or_Urban_Background,Education_Level,Age,Yearly_Inhand_Income_INR,Savings_in_Lakhs,Dahej_Category
Private Job,Yes,Not Pookie,Nuclear,9,Passionate,Yes,No,Chill,Shehr ka Launda,10th Pass,34,39128222.0,576.3,10
Private Job,No,Not Pookie,Joint,8,Optional,No,No,Chill,Gaon ka Chhora,12th Pass,28,41473897.0,565.68,8
Private Job,No,Not Pookie,Alone,3,Obese,No,No,Virus,Shehr ka Launda,10th Pass,26,12106070.0,155.48,2
Self-employed,Yes,Pookie,Joint,2,Optional,No,No,Chill,Gaon ka Chhora,12th Pass,27,990427.0,13.86,3
Unemployed,Yes,Not Pookie,Nuclear,2,Passionate,No,No,Virus,Gaon ka Chhora,12th Pass,26,0.0,0.0,0
Self-employed,Yes,Not Pookie,Joint,2,Optional,No,No,Chill,Gaon ka Chhora,Graduate+,31,16256.0,2.93,4
Business,No,Not Pookie,Joint,8,Optional,Nox,No,Chill,Gaon ka Chhora,Graduate+,23,34377462.0,470.46,9
Private Job,Yes,Not Pookie,Nuclear,8,Optional,Yes,No,Chill,Gaon ka Chhora,Graduate+,37,25147790.0,274.4,8
Business,No,Not Pookie,Alone,3,Obese,No,No,Virus,Gaon ka Chhora,12th Pass,32,9538884.0,118.45,4
Self-employed,No,Not Pookie,Nuclear,10,Optional,No,No,Chill,Shehr ka Launda,Graduate+,30,38519008.0,457.19,9
Business,No,Pookie,Joint,8,Obese,No,No,NULL,Shehr ka Launda,Graduate+,25,41188192.0,553.45,10
Unemployed,No,Not Pookie,Nuclear,1,Optional,No,No,-1,Gaon ka Chhora,Graduate+,28,0.0,1.31,0
Unemployed,Yes,Not Pookie,Joint,1,Obese,No,No,Chill,Gaon ka Chhora,12th Pass,33,0.0,3.66,0
Unemployed,Yes,Not Pookie,Nuclear,0,Optional,No,No,Chill,Gaon ka Chhora,Graduate+,18,0.0,0.0,0
Private Job,Yes,Not Pookie,Nuclear,1,Passionate,No,Yes,Chill,Shehr ka Launda,Graduate+,28,972447.0,16.66,1
Business,Yes,Not Pookie,Joint,-223,Passionate,Nox,No,Chill,99999,Graduate+,18,1670876.0,22.55,4
Private Job,No,Not Pookie,Nuclear,2,Passionate,No,No,Virus,Gaon ka Chhora,Graduate+,30,1367842.0,13.3,2
Unemployed,Yes,Not Pookie,Joint,1,Passionate,No,Yes,Chill,Gaon ka Chhora,Graduate+,20,0.0,3.85,0
Unemployed,Yes,Not Pookie,Nuclear,4,Optional,No,Yes,Chill,Shehr ka Launda,12th Pass,27,0.0,0.92,0
Self-employed,Yes,Not Pookie,Nuclear,0,Optional,No,No,Chill,Shehr ka Launda,12th Pass,23,115212.0,1.06,2
Unemployed,No,Not Pookie,Alone,0,Optional,No,No,Chill,Gaon ka Chhora,Uneducated,26,0.0,0.21,0
Business,No,Not Pookie,Joint,5,Obese,No,No,Chill,Shehr ka Launda,Uneducated,32,13306545.0,164.06,5
Private Job,Yes,Not Pookie,Nuclear,0,Obese,No,No,Chill,Gaon ka Chhora,Uneducated,24,438520.0,5.97,1
Freelancer,Yes,Not Pookie,Joint,1,Passionate,No,No,Chill,Gaon ka Chhora,Graduate+,24,863637.0,12.4,3
Private Job,Yes,Pookie,Nuclear,3,Optional,No,No,Chill,Shehr ka Launda,Graduate+,27,1640047.0,24.89,4
Business,No,Not Pookie,Alone,2,Optional,No,No,Virus,Gaon ka Chhora,12th Pass,32,14638532.0,206.75,4
Private Job,No,Not Pookie,Nuclear,4,Optional,No,No,Virus,Gaon ka Chhora,12th Pass,25,17876631.0,219.83,4
Freelancer,Yes,Not Pookie,Joint,1,Passionate,No,Yes,Chill,Shehr ka Launda,10th Pass,25,1007480.0,12.64,2
Unemployed,No,Not Pookie,Nuclear,3,Obese,No,No,Chill,Gaon ka Chhora,12th Pass,27,0.0,1.72,0
Freelancer,No,Pookie,Alone,5,Optional,Yes,No,Chill,Gaon ka Chhora,12th Pass,33,20679940.0,300.38,8
Business,No,Not Pookie,Nuclear,8,Optional,No,No,Chill,Shehr ka Launda,10th Pass,25,41219520.0,589.05,10
Unemployed,No,Not Pookie,Nuclear,2,Obese,No,No,Chill,Shehr ka Launda,12th Pass,27,0.0,0.0,0
Government Job,No,Not Pookie,Nuclear,1,Passionate,No,No,Chill,Shehr ka Launda,12th Pass,32,1132015.0,14.0,3
Private Job,No,Not Pookie,Alone,8,Obese,Yes,No,Virus,Shehr ka Launda,12th Pass,25,37864608.0,553.34,8
Self-employed,No,Not Pookie,Nuclear,2,Passionate,No,No,Chill,Gaon ka Chhora,12th Pass,20,6663382.0,82.75,4
Private Job,Yes,Not Pookie,Nuclear,0,Passionate,No,No,Chill,Shehr ka Launda,12th Pass,28,4932.0,0.0,2
Private Job,No,Not Pookie,Nuclear,1,Optional,Yes,No,Chill,Gaon ka Chhora,Graduate+,26,200.0,2.58,3
Private Job,No,Not Pookie,Nuclear,5,Optional,No,No,Chill,Gaon ka Chhora,12th Pass,25,14801121.0,160.09,4
Private Job,No,Not Pookie,Joint,6,Optional,No,No,Chill,Gaon ka Chhora,12th Pass,36,34093247.0,427.38,7
Unemployed,Yes,Not Pookie,Alone,0,Optional,No,No,Chill,Gaon ka Chhora,10th Pass,32,0.0,0.82,0
Self-employed,Yes,Not Pookie,Nuclear,4,Obese,No,No,Chill,Shehr ka Launda,12th Pass,32,24001668.0,292.11,7
Freelancer,Yes,Not Pookie,Nuclear,8,Optional,No,No,Chill,Shehr ka Launda,10th Pass,36,36959989.0,533.31,9
Government Job,Yes,Not Pookie,Nuclear,6,Optional,No,No,Virus,Gaon ka Chhora,12th Pass,29,23142402.0,297.42,7
Self-employed,Yes,Not Pookie,Nuclear,3,Obese,No,No,Chill,Gaon ka Chhora,Graduate+,21,13874602.0,173.81,5
Business,Yes,Not Pookie,Joint,2,Optional,No,No,Virus,Shehr ka Launda,10th Pass,24,5551496.0,69.2,5
Private Job,No,Not Pookie,Nuclear,8,Optional,No,No,Chill,Gaon ka Chhora,Graduate+,28,37436442.0,459.8,8
Government Job,Yes,Not Pookie,Joint,0,Optional,Yes,No,Virus,Shehr ka Launda,Graduate+,30,119610.0,0.75,4
Private Job,No,Not Pookie,Nuclear,0,Obese,Yes,No,Chill,Gaon ka Chhora,12th Pass,18,525296.0,7.08,0
Private Job,No,Not Pookie,Nuclear,1,Obese,Yes,No,Chill,Shehr ka Launda,Graduate+,35,10043.0,0.0,2
Freelancer,Yes,Not Pookie,Nuclear,1,Optional,No,No,Virus,Gaon ka Chhora,Graduate+,33,5775558.0,58.3,4
Private Job,No,Not Pookie,Joint,2,Optional,No,No,Chill,Shehr ka Launda,Graduate+,28,12767340.0,185.12,4
Business,Yes,Not Pookie,Joint,5,Obese,Yes,No,Chill,Shehr ka Launda,Graduate+,29,22649216.0,314.62,10
Private Job,Yes,Not Pookie,Nuclear,8,Obese,No,No,Chill,Shehr ka Launda,Uneducated,30,42425995.0,512.91,8
1000000000000,Yes,Not Pookie,NULL,4,Optional,No,No,Virus,Shehr ka Launda,Graduate+,34,13042488.0,,4
Private Job,No,Not Pookie,Nuclear,5,Optional,No,No,Chill,Shehr ka Launda,10th Pass,29,29549639.0,382.57,6
Private Job,Yes,Not Pookie,Joint,1,Passionate,No,No,Chill,Shehr ka Launda,12th Pass,31,4149231.0,56.59,3
Private Job,Yes,Not Pookie,Joint,2,Optional,No,No,Chill,Shehr ka Launda,12th Pass,30,11251474.0,135.18,4
Private Job,Yes,Not Pookie,Joint,0,Optional,No,No,Chill,Gaon ka Chhora,12th Pass,23,74066.0,0.0,1
Government Job,No,Not Pookie,Joint,5,Obese,Yes,No,Chill,Gaon ka Chhora,12th Pass,24,27823823.0,287.89,7
Self-employed,No,Not Pookie,Nuclear,1,Optional,No,No,Chill,Shehr ka Launda,10th Pass,23,8089867.0,85.01,3
Freelancer,No,Not Pookie,Joint,2,Optional,Yes,No,Chill,Gaon ka Chhora,12th Pass,28,613312.0,6.69,3
Private Job,No,Not Pookie,Joint,1,Obese,Yes,No,Chill,Gaon ka Chhora,12th Pass,27,3940651.0,51.48,3
Private Job,No,Pookie,Nuclear,8,Obese,No,No,Virus,Gaon ka Chhora,Graduate+,23,38178793.0,502.49,7
Private Job,Yes,Pookie,Joint,1,Obese,No,No,Chill,Gaon ka Chhora,Graduate+,33,27663.0,0.06,2
Government Job,No,Not Pookie,Nuclear,9,Passionate,No,No,Chill,Shehr ka Launda,12th Pass,22,46957292.0,544.59,9
Freelancer,No,Not Pookie,Nuclear,1,Optional,No,No,Chill,Gaon ka Chhora,12th Pass,22,6830418.0,67.22,3
Government Job,No,Not Pookie,Nuclear,1,Obese,Yes,No,Virus,Gaon ka Chhora,10th Pass,31,2420342.0,27.7,3
Private Job,No,Not Pookie,Joint,1,Obese,No,No,Chill,Gaon ka Chhora,12th Pass,31,5419736.0,82.97,2
Private Job,No,Not Pookie,Nuclear,2,Obese,No,No,Virus,Shehr ka Launda,12th Pass,32,11020513.0,145.79,2
Freelancer,Yes,Not Pookie,Joint,8,Passionate,No,No,Chill,Gaon ka Chhora,Graduate+,40,38482571.0,551.66,10
Unemployed,Yes,Not Pookie,Nuclear,0,Optional,No,No,Chill,Gaon ka Chhora,12th Pass,29,0.0,0.76,0
Self-employed,No,Not Pookie,Joint,0,Optional,No,No,Chill,Gaon ka Chhora,-517,26,1000000000,45.92,2
Unemployed,No,Not Pookie,Joint,0,Obese,Yes,No,Virus,Shehr ka Launda,12th Pass,27,0.0,0.0,0
Business,No,Not Pookie,Joint,7,Optional,No,No,Virus,Gaon ka Chhora,12th Pass,30,39924423.0,567.81,9
Freelancer,No,Not Pookie,Joint,9,Obese,No,No,Chill,Shehr ka Launda,Graduate+,22,29423566.0,367.51,6
Unemployed,No,Not Pookie,Nuclear,1,Obese,No,No,Chill,Gaon ka Chhora,10th Pass,35,0.0,3.82,0
Self-employed,Yes,Not Pookie,Nuclear,2,Optional,Yes,No,Virus,Gaon ka Chhora,12th Pass,29,14732413.0,161.0,6
Private Job,Yes,Not Pookie,Alone,1,Obese,No,No,Chill,Gaon ka Chhora,10th Pass,29,4184456.0,47.16,2
Private Job,Yes,Not Pookie,Nuclear,2,Passionate,Yes,Yes,Chill,Shehr ka Launda,Uneducated,30,20786.0,0.49,3
Business,No,Not Pookie,Nuclear,5,Obese,No,Yes,Chill,Shehr ka Launda,12th Pass,18,63764.0,0.0,0
Business,Yes,Not Pookie,Nuclear,1,Optional,No,No,Chill,Gaon ka Chhora,Graduate+,45,59.0,1.05,3
Private Job,No,Not Pookie,Joint,7,Obese,No,No,Chill,Gaon ka Chhora,Uneducated,27,31791755.0,438.66,7
Private Job,No,Not Pookie,Nuclear,1,Optional,No,No,Chill,Shehr ka Launda,10th Pass,22,5670818.0,59.65,2
Private Job,No,Not Pookie,Nuclear,1,Passionate,No,No,Chill,Gaon ka Chhora,12th Pass,24,1217367.0,15.83,1
Private Job,Yes,Not Pookie,Joint,1,Passionate,No,No,Chill,Gaon ka Chhora,Graduate+,26,48428.0,0.0,3
Unemployed,Yes,Not Pookie,Joint,1,Optional,No,Yes,Chill,Gaon ka Chhora,12th Pass,22,0.0,0.0,0
Private Job,Yes,Pookie,Alone,6,Obese,No,No,Chill,Shehr ka Launda,12th Pass,24,20491245.0,237.45,6
Private Job,Yes,Pookie,Nuclear,1,Obese,No,No,Chill,Shehr ka Launda,12th Pass,31,4059711.0,55.32,3
Business,No,Not Pookie,Alone,4,Optional,Yes,No,Chill,Gaon ka Chhora,Graduate+,35,18133303.0,233.26,9
Freelancer,Yes,Not Pookie,Joint,0,Optional,No,No,Chill,Shehr ka Launda,12th Pass,26,3796491.0,45.27,3
Self-employed,Yes,Pookie,Alone,1,Obese,No,No,Chill,Shehr ka Launda,12th Pass,30,65567.0,1.51,3
Business,No,Not Pookie,Joint,2,Optional,No,No,Chill,Gaon ka Chhora,Graduate+,37,9421825.0,111.1,5
Private Job,Yes,Not Pookie,Nuclear,11,Optional,No,No,Chill,Shehr ka Launda,Graduate+,29,46267436.0,673.1,9
Self-employed,Yes,Not Pookie,Joint,0,Passionate,Yes,No,Chill,Shehr ka Launda,12th Pass,25,10757.0,0.0,5
Business,No,Not Pookie,Nuclear,3,Optional,Yes,Yes,Virus,Gaon ka Chhora,Graduate+,29,2269146.0,29.84,3
Private Job,Yes,Not Pookie,Nuclear,1,Passionate,No,No,-212,Shehr ka Launda,12th Pass,31,6408892.0,81.86,5
Unemployed,Yes,Not Pookie,Nuclear,0,Optional,Yes,No,Chill,Gaon ka Chhora,Graduate+,19,0.0,0.0,0
Private Job,Yes,Not Pookie,Nuclear,1,Obese,No,No,Chill,Shehr ka Launda,10th Pass,28,468937.0,4.94,1
Private Job,Yes,Not Pookie,Nuclear,3,Optional,No,No,Chill,Gaon ka Chhora,Graduate+,24,10758489.0,138.72,4
Private Job,No,Not Pookie,Nuclear,3,Optional,No,No,Chill,Shehr ka Launda,12th Pass,29,13390404.0,143.88,3
Private Job,Yes,Not Pookie,Joint,6,Obese,No,No,Chill,Shehr ka Launda,10th Pass,26,28763571.0,358.69,7
Unemployed,Yes,Not Pookie,Nuclear,0,Optional,No,No,Virus,Shehr ka Launda,Graduate+,27,,1.25,0
Unemployed,Yes,Not Pookie,Nuclear,0,Passionate,Yes,No,Virus,Gaon ka Chhora,10th Pass,37,0.0,0.0,0
Private Job,Yes,Not Pookie,Nuclear,4,Passionate,No,No,Chill,Gaon ka Chhora,Graduate+,23,12891144.0,139.9,5
Freelancer,No,Not Pookie,Joint,10,Optional,No,No,Chill,Gaon ka Chhora,12th Pass,29,47702309.0,562.23,8
Self-employed,No,Not Pookie,Nuclear,5,Obese,No,No,Chill,Gaon ka Chhora,Graduate+,28,19098279.0,237.22,6
Private Job,No,Not Pookie,Joint,1,Obese,No,No,Chill,Gaon ka Chhora,12th Pass,28,19165.0,0.0,0
Self-employed,No,Not Pookie,Joint,3,Passionate,No,No,Chill,Gaon ka Chhora,12th Pass,27,311231.0,7.04,3
Private Job,No,Not Pookie,Joint,0,Obese,No,No,Chill,Gaon ka Chhora,12th Pass,19,818533.0,8.01,0
Private Job,Yes,Pookie,Alone,0,Optional,No,No,Virus,Shehr ka Launda,Graduate+,32,239893.0,2.49,2
Private Job,No,Pookie,Nuclear,0,Passionate,No,No,Chill,Gaon ka Chhora,10th Pass,19,2188396.0,27.79,1
Private Job,No,Not Pookie,Alone,3,Optional,No,No,Chill,Gaon ka Chhora,12th Pass,31,279168.0,5.05,1
Unemployed,Yes,Not Pookie,Nuclear,0,Passionate,No,No,Chill,Shehr ka Launda,Graduate+,23,0.0,0.0,0
Unemployed,Yes,Not Pookie,Joint,0,Optional,No,No,Chill,Gaon ka Chhora,Graduate+,34,0.0,0.0,0
Self-employed,Yes,Not Pookie,Joint,"['weird', 123]",Passionate,No,No,"['weird', 123]",Gaon ka Chhora,,29,6792261.0,95.42,6
Private Job,No,Not Pookie,Joint,1,Optional,No,No,Chill,Gaon ka Chhora,Graduate+,35,8150409.0,104.75,3
Self-employed,No,Not Pookie,Joint,2,Optional,No,No,Chill,Shehr ka Launda,Graduate+,33,362883.0,6.27,2
Private Job,Yes,Not Pookie,Joint,1,Passionate,Yes,No,Chill,Gaon ka Chhora,Graduate+,30,6114604.0,64.67,6
Unemployed,Yes,Not Pookie,Joint,3,Obese,No,No,Chill,Shehr ka Launda,10th Pass,29,0.0,3.13,0
Business,Yes,Not Pookie,Nuclear,6,Optional,No,No,Chill,Shehr ka Launda,Graduate+,28,28173146.0,287.63,9
Private Job,Yes,Not Pookie,Joint,1,Obese,No,No,Virus,Gaon ka Chhora,12th Pass,38,1373875.0,17.72,0
Private Job,Yes,Not Pookie,Nuclear,1,unknown,Nox,No,Virus,Shehr ka Launda,Graduate+,30,1061094.0,13.39,1
Freelancer,-527,Not Pookie,Nuclear,5,Optional,No,Nox,Virus,N/A,12th Pass,26,20907395.0,307.44,7
Unemployed,Yes,Not Pookie,Nuclear,1,Obese,No,No,Chill,Gaon ka Chhora,Uneducated,28,0.0,0.0,0
Unemployed,Yes,Not Pookie,Joint,1,Passionate,No,No,Chill,Gaon ka Chhora,10th Pass,34,0.0,2.51,0
Government Job,No,Not Pookie,Nuclear,1,Optional,Yes,No,Chill,Shehr ka Launda,12th Pass,31,6845.0,1.63,4
Unemployed,Yes,Not Pookie,Nuclear,2,Optional,No,No,Virus,Shehr ka Launda,Graduate+,31,0.0,0.0,0
Unemployed,Yes,Not Pookie,Alone,2,Optional,Yes,No,Chill,Shehr ka Launda,Uneducated,32,0.0,0.0,1
Private Job,No,Not Pookie,Nuclear,7,Obese,Yes,No,Virus,Shehr ka Launda,Graduate+,22,25215003.0,306.4,6
Unemployed,No,Not Pookie,Joint,0,Optional,No,No,Chill,Gaon ka Chhora,Graduate+,32,0.0,,0
Unemployed,Nox,Not Pookie,Joint,0,Obese,No,No,Chill,Gaon ka Chhora,Graduate+,30,0.0,0.0,0
Business,Yes,Not Pookie,Nuclear,99999,Obese,Yes,No,Chill,Gaon ka Chhora,12th Pass,35,20234267.0,211.38,9
Private Job,No,Not Pookie,Nuclear,2,Optional,Yes,No,Chill,Shehr ka Launda,10th Pass,33,489179.0,4.11,2
Self-employed,No,Not Pookie,Alone,0,Obese,No,No,Chill,Gaon ka Chhora,Graduate+,20,4665636.0,53.17,1
Unemployed,Yes,Not Pookie,Nuclear,2,Optional,No,No,Virus,Gaon ka Chhora,10th Pass,28,0.0,0.0,0
Unemployed,No,Not Pookie,Nuclear,0,Obese,No,No,Virus,Shehr ka Launda,12th Pass,31,0.0,0.0,0
Private Job,No,Not Pookie,N/A,6,Passionate,No,No,1000000000000,Gaon ka Chhora,12th Pass,26,NULL,195.41,6
Private Job,Yes,Not Pookie,Nuclear,2,Optional,No,No,Virus,Gaon ka Chhora,10th Pass,27,155841.0,4.33,1
Unemployed,No,Not Pookie,Joint,3,Optional,No,No,Chill,Gaon ka Chhora,Graduate+,20,0.0,1.21,0
Self-employed,No,Not Pookie,Nuclear,2,Optional,No,No,Chill,Shehr ka Launda,10th Pass,29,7070906.0,76.04,4
Private Job,Yes,Pookie,Nuclear,3,Passionate,Yes,Yes,Virus,Shehr ka Launda,10th Pass,22,13747777.0,149.63,4
Private Job,No,Not Pookie,Nuclear,1,Optional,No,No,Virus,Gaon ka Chhora,Graduate+,23,8153346.0,107.92,2
Business,No,Not Pookie,Joint,2,Optional,No,No,Virus,Gaon ka Chhora,10th Pass,29,11749857.0,125.82,4
Unemployed,Yes,Not Pookie,Nuclear,1,Optional,Yes,No,Chill,Gaon ka Chhora,Graduate+,29,0.0,0.0,2
Private Job,Yes,Not Pookie,Nuclear,1,Optional,No,No,Virus,Shehr ka Launda,Graduate+,30,"['weird', 123]",-696,2
Freelancer,No,Not Pookie,Nuclear,??,Obese,N/A,NULL,Chill,Gaon ka Chhora,Graduate+,29,37556329.0,547.05,8
Private Job,No,Not Pookie,Joint,0,Obese,No,No,Chill,Gaon ka Chhora,Graduate+,31,92885.0,0.66,0
Private Job,Yes,Not Pookie,Nuclear,2,Obese,No,No,Chill,Gaon ka Chhora,10th Pass,32,707990.0,5.79,2
Freelancer,Yes,Not Pookie,Nuclear,5,Passionate,No,No,Chill,Shehr ka Launda,12th Pass,18,24783802.0,258.73,6
Private Job,Yes,Not Pookie,Alone,2,Passionate,No,No,Chill,Gaon ka Chhora,12th Pass,30,9465688.0,133.62,5
Private Job,No,Not Pookie,Alone,3,Optional,No,No,Chill,Gaon ka Chhora,10th Pass,26,15228149.0,216.91,5
Private Job,No,Not Pookie,Joint,0,Obese,No,No,Chill,Gaon ka Chhora,12th Pass,29,51151.0,3.51,0
Freelancer,No,Not Pookie,Joint,7,Optional,No,No,Virus,Shehr ka Launda,Graduate+,32,36038456.0,538.84,8
Private Job,No,Not Pookie,Nuclear,6,Passionate,No,No,Chill,Shehr ka Launda,Graduate+,27,25259185.0,293.83,6
Private Job,Yes,Not Pookie,Alone,1,Obese,No,No,Virus,Gaon ka Chhora,Graduate+,27,3211465.0,35.4,1
Private Job,No,Not Pookie,Joint,1,Passionate,No,No,Virus,Gaon ka Chhora,Graduate+,18,53874.0,1.72,0
Freelancer,No,Not Pookie,Joint,1,Optional,No,No,Chill,Shehr ka Launda,Graduate+,30,6300.0,0.0,2
Freelancer,No,Not Pookie,Joint,1,Optional,No,No,Chill,Shehr ka Launda,Graduate+,25,39254.0,2.11,2
Business,No,Not Pookie,Nuclear,6,Passionate,Yes,No,Chill,Shehr ka Launda,Graduate+,25,31922505.0,353.47,10
Unemployed,Yes,Not Pookie,Nuclear,1,Obese,No,No,Chill,Shehr ka Launda,Graduate+,29,0.0,0.0,0
Private Job,Yes,Not Pookie,Joint,9,Obese,No,No,Virus,Shehr ka Launda,Graduate+,27,43472306.0,583.55,8
Self-employed,No,Not Pookie,Joint,0,Obese,Yes,No,Chill,Shehr ka Launda,12th Pass,26,4163585.0,59.54,4
Business,Yes,Not Pookie,Nuclear,4,Obese,No,No,Chill,Gaon ka Chhora,10th Pass,31,21889078.0,312.32,8
Private Job,No,Not Pookie,Joint,9,Obese,No,No,Chill,Shehr ka Launda,Graduate+,18,48814684.0,635.25,7
Private Job,Yes,Not Pookie,Joint,2,Optional,No,No,Chill,Gaon ka Chhora,Graduate+,21,6441293.0,84.33,4
Government Job,No,Not Pookie,Joint,0,Optional,No,No,Chill,Gaon ka Chhora,Graduate+,22,7205.0,0.74,2
Private Job,Yes,Not Pookie,Joint,9,Optional,No,No,Chill,Shehr ka Launda,10th Pass,30,34712338.0,363.98,9
Self-employed,No,Not Pookie,Joint,6,Optional,Yes,No,Virus,Gaon ka Chhora,10th Pass,28,20858381.0,310.69,8
Self-employed,Yes,Pookie,Alone,9,Obese,No,No,Chill,Shehr ka Launda,12th Pass,28,43121007.0,599.75,10
Private Job,No,Not Pookie,Nuclear,1,Optional,Yes,No,Chill,Gaon ka Chhora,12th Pass,27,4268744.0,64.57,3
Business,Yes,Not Pookie,Nuclear,7,Optional,No,No,Virus,Gaon ka Chhora,12th Pass,32,31163124.0,339.11,10
Freelancer,No,Not Pookie,Nuclear,1,Optional,No,No,Chill,Gaon ka Chhora,Graduate+,24,9655291.0,132.98,3
Private Job,No,Not Pookie,Joint,6,Obese,No,No,Chill,Shehr ka Launda,10th Pass,28,32913660.0,378.58,7
Self-employed,No,Pookie,Joint,1,Optional,No,No,Virus,Gaon ka Chhora,12th Pass,36,4844907.0,67.45,2
Self-employed,Yes,Not Pookie,Joint,2,Optional,No,No,Chill,Gaon ka Chhora,Graduate+,30,127940.0,2.09,4
Private Job,Yes,Not Pookie,Nuclear,1,Passionate,No,No,Chill,Shehr ka Launda,10th Pass,26,3112934.0,27.51,3
Business,No,Not Pookie,Nuclear,3,Obese,Yes,No,Chill,Shehr ka Launda,Uneducated,26,5803517.0,65.03,6
Private Job,No,Not Pookie,Nuclear,3,Obese,Yes,No,Chill,Shehr ka Launda,Graduate+,27,281124.0,2.84,2
Private Job,Yes,Not Pookie,Nuclear,3,Obese,No,No,Chill,Shehr ka Launda,12th Pass,35,11101954.0,126.97,4
Private Job,Yes,Not Pookie,Joint,2,Optional,No,No,Chill,Gaon ka Chhora,Graduate+,23,4764397.0,72.45,3
Private Job,Yes,Pookie,Joint,1,Optional,Yes,Yes,Chill,Gaon ka Chhora,Graduate+,27,3646031.0,36.6,3
Government Job,Yes,Not Pookie,Nuclear,2,Optional,No,No,Virus,Gaon ka Chhora,Uneducated,19,2172935.0,23.81,2
Private Job,Yes,Not Pookie,Nuclear,0,Obese,No,No,Chill,Shehr ka Launda,12th Pass,28,2003546.0,25.87,2
Business,No,Not Pookie,Nuclear,3,Obese,No,No,Chill,Shehr ka Launda,10th Pass,32,12275825.0,146.82,5
Unemployed,No,Not Pookie,Nuclear,0,Obese,No,No,Chill,Shehr ka Launda,Uneducated,31,0.0,1.69,0
Business,Yes,Not Pookie,Nuclear,1,Obese,No,No,Chill,Shehr ka Launda,Graduate+,26,2316372.0,22.52,4
Private Job,Yes,Not Pookie,Joint,6,Optional,No,Yes,Virus,Shehr ka Launda,Uneducated,24,27504119.0,295.33,4
Private Job,Yes,Not Pookie,Alone,1,Optional,No,No,Chill,Gaon ka Chhora,10th Pass,30,412372.0,2.74,2
Unemployed,No,Not Pookie,Alone,2,Optional,No,No,Chill,Gaon ka Chhora,12th Pass,27,0.0,2.98,0
Private Job,Yes,Not Pookie,Nuclear,1,Optional,No,No,Chill,Gaon ka Chhora,12th Pass,27,2976372.0,30.0,2
Self-employed,No,Not Pookie,Joint,5,Obese,No,No,Chill,Gaon ka Chhora,12th Pass,34,1122889.0,14.18,3
Private Job,No,Not Pookie,Joint,3,Obese,No,No,Chill,Shehr ka Launda,12th Pass,28,2259229.0,27.57,1
Private Job,No,Not Pookie,Nuclear,3,Obese,No,No,Chill,Gaon ka Chhora,Graduate+,29,13252299.0,187.25,3
Freelancer,Yes,Not Pookie,Nuclear,1,Obese,No,No,Chill,Shehr ka Launda,12th Pass,18,7159258.0,68.65,3
Private Job,No,Not Pookie,Nuclear,4,Obese,No,No,Chill,Shehr ka Launda,10th Pass,28,20407936.0,286.71,5
Government Job,No,Not Pookie,Joint,2,Optional,No,No,Chill,Shehr ka Launda,12th Pass,33,13477604.0,202.48,5
Freelancer,No,Not Pookie,Nuclear,1,Optional,No,No,Chill,Shehr ka Launda,Graduate+,27,1440.0,0.0,2
Private Job,Yes,Not Pookie,Joint,2,Obese,No,Yes,Virus,Shehr ka Launda,10th Pass,26,5721812.0,75.36,2
Freelancer,-145,Not Pookie,Alone,7,Obese,,No,Chill,Shehr ka Launda,Graduate+,24,34247729.0,413.64,9
Freelancer,Yes,Not Pookie,Joint,1,Obese,No,No,Chill,Shehr ka Launda,Graduate+,22,849.0,0.0,2
Freelancer,Yes,Not Pookie,Nuclear,1,Passionate,No,No,Chill,Gaon ka Chhora,Graduate+,35,9157386.0,94.17,6
Business,No,Not Pookie,Nuclear,0,Obese,No,No,Chill,Shehr ka Launda,12th Pass,24,2192687.0,22.69,2
Private Job,No,Not Pookie,Nuclear,4,Optional,No,No,Chill,Gaon ka Chhora,Graduate+,25,6423239.0,84.81,4
Unemployed,Yes,Not Pookie,Nuclear,0,Optional,No,No,Chill,Gaon ka Chhora,12th Pass,28,0.0,0.64,0
Private Job,Yes,Pookie,Joint,1,Optional,No,No,Chill,Shehr ka Launda,Graduate+,25,290.0,0.49,3
Unemployed,Yes,Pookie,Alone,2,Obese,No,No,Virus,Gaon ka Chhora,12th Pass,33,0.0,0.0,0
Government Job,Yes,Not Pookie,Joint,1,Optional,No,No,Virus,Shehr ka Launda,10th Pass,24,2317671.0,27.38,2
Private Job,No,Not Pookie,Nuclear,3,Optional,No,No,Virus,Gaon ka Chhora,12th Pass,25,11045703.0,158.91,3
Government Job,Yes,Not Pookie,Nuclear,10,Optional,Yes,No,Virus,Shehr ka Launda,10th Pass,33,49660165.0,590.36,10
Private Job,Yes,Not Pookie,Joint,2,Obese,No,No,Virus,Gaon ka Chhora,12th Pass,32,1360724.0,17.88,1
Private Job,No,Not Pookie,Nuclear,0,Passionate,No,No,Chill,Gaon ka Chhora,Graduate+,30,1041652.0,10.64,2
Self-employed,Yes,Pookie,Joint,2,Obese,No,No,Chill,Shehr ka Launda,10th Pass,28,11307956.0,144.73,5
Private Job,No,Not Pookie,Nuclear,3,Passionate,Yes,No,Chill,Gaon ka Chhora,12th Pass,26,17670318.0,243.95,7
Freelancer,No,Not Pookie,Alone,7,Passionate,No,No,Chill,Shehr ka Launda,12th Pass,33,22023181.0,252.24,7
